date,plant_id,location,waste_type,weight_tons,source,cost_per_ton_eur,collection_zone,weather,total_cost_eur,month,month_num,quarter
2026-03-30,WTE_RTM_01,Rotterdam Port,Industrial Waste,370.25,Industrial,85.0,Port Area,Cloudy,31471.25,2026-03,3,2026Q1
2026-03-30,WTE_RTM_02,Rotterdam City,Paper/Cardboard,148.1,Municipal,65.0,North Rotterdam,Cloudy,9626.5,2026-03,3,2026Q1
2026-03-30,WTE_RTM_02,Rotterdam City,Metal,148.1,Municipal,80.0,Central District,Cloudy,11848.0,2026-03,3,2026Q1
2026-03-31,WTE_RTM_02,Rotterdam City,Organic,496.3,Household,70.0,Port Area,Rainy,34741.0,2026-03,3,2026Q1
2026-03-31,WTE_RTM_01,Rotterdam Port,Plastic,283.6,Industrial,95.0,Port Area,Rainy,26942.0,2026-03,3,2026Q1
2026-03-31,WTE_RTM_01,Rotterdam Port,Industrial Waste,354.5,Industrial,78.87478361223312,Port Area,Rainy,27961.11,2026-03,3,2026Q1
2026-03-31,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,Port Area,Rainy,17812.02,2026-03,3,2026Q1
2026-03-31,WTE_RTM_02,Rotterdam City,Metal,141.8,Municipal,80.0,Central District,Rainy,11344.0,2026-03,3,2026Q1
2026-04-01,WTE_RTM_02,Rotterdam City,Organic,418.25,Household,70.0,Port Area,Cloudy,29277.5,2026-04,4,2026Q2
2026-04-01,WTE_RTM_01,Rotterdam Port,Plastic,239.0,Industrial,95.0,Central District,Cloudy,22705.0,2026-04,4,2026Q2
2026-04-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,298.75,Industrial,85.0,Central District,Cloudy,25393.75,2026-04,4,2026Q2
2026-04-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,119.5,Municipal,65.0,South Rotterdam,Cloudy,7767.5,2026-04,4,2026Q2
2026-04-01,WTE_RTM_02,Rotterdam City,Metal,119.5,Municipal,80.0,South Rotterdam,Cloudy,9560.0,2026-04,4,2026Q2
2026-04-02,WTE_RTM_02,Rotterdam City,Organic,473.2,Household,70.0,Port Area,Dry,33124.0,2026-04,4,2026Q2
2026-04-02,WTE_RTM_01,Rotterdam Port,Plastic,270.4,Industrial,95.0,South Rotterdam,Dry,25688.0,2026-04,4,2026Q2
2026-04-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,338.0,Industrial,85.0,North Rotterdam,Dry,28730.0,2026-04,4,2026Q2
2026-04-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,135.2,Municipal,65.0,North Rotterdam,Dry,8788.0,2026-04,4,2026Q2
2026-04-02,WTE_RTM_02,Rotterdam City,Metal,135.2,Municipal,80.0,Port Area,Dry,10816.0,2026-04,4,2026Q2
2026-04-03,WTE_RTM_02,Rotterdam City,Organic,395.85,Household,70.0,Port Area,Dry,27709.5,2026-04,4,2026Q2
2026-04-03,WTE_RTM_01,Rotterdam Port,Plastic,226.2,Industrial,95.0,North Rotterdam,Dry,21489.0,2026-04,4,2026Q2
2026-04-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,282.75,Industrial,85.0,South Rotterdam,Dry,24033.75,2026-04,4,2026Q2
2026-04-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,113.1,Municipal,65.0,Port Area,Dry,7351.5,2026-04,4,2026Q2
2026-04-03,WTE_RTM_02,Rotterdam City,Metal,113.1,Municipal,80.0,North Rotterdam,Dry,9048.0,2026-04,4,2026Q2
2026-04-04,WTE_RTM_02,Rotterdam City,Organic,443.45,Household,70.0,North Rotterdam,Rainy,31041.5,2026-04,4,2026Q2
2026-04-04,WTE_RTM_01,Rotterdam Port,Plastic,253.4,Industrial,78.87478361223312,Port Area,Rainy,19986.87,2026-04,4,2026Q2
2026-04-04,WTE_RTM_01,Rotterdam Port,Industrial Waste,316.75,Industrial,85.0,South Rotterdam,Rainy,26923.75,2026-04,4,2026Q2
2026-04-04,WTE_RTM_02,Rotterdam City,Paper/Cardboard,126.7,Municipal,65.0,Port Area,Rainy,8235.5,2026-04,4,2026Q2
2026-04-04,WTE_RTM_02,Rotterdam City,Metal,126.7,Municipal,80.0,South Rotterdam,Rainy,10136.0,2026-04,4,2026Q2
2026-04-05,WTE_RTM_02,Rotterdam City,Organic,555.8,Household,70.0,North Rotterdam,Dry,38906.0,2026-04,4,2026Q2
2026-04-05,WTE_RTM_01,Rotterdam Port,Plastic,317.6,Industrial,95.0,North Rotterdam,Dry,30172.0,2026-04,4,2026Q2
2026-04-05,WTE_RTM_01,Rotterdam Port,Industrial Waste,397.0,Industrial,78.87478361223312,North Rotterdam,Dry,31313.29,2026-04,4,2026Q2
2026-04-05,WTE_RTM_02,Rotterdam City,Paper/Cardboard,158.8,Municipal,65.0,Port Area,Dry,10322.0,2026-04,4,2026Q2
2026-04-05,WTE_RTM_02,Rotterdam City,Metal,158.8,Municipal,80.0,Port Area,Dry,12704.0,2026-04,4,2026Q2
2026-04-06,WTE_RTM_02,Rotterdam City,Organic,417.2,Household,70.0,South Rotterdam,Rainy,29204.0,2026-04,4,2026Q2
2026-04-06,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,Central District,Rainy,26032.95,2026-04,4,2026Q2
2026-04-06,WTE_RTM_01,Rotterdam Port,Industrial Waste,298.0,Industrial,85.0,South Rotterdam,Rainy,25330.0,2026-04,4,2026Q2
2026-04-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,119.2,Municipal,65.0,Central District,Rainy,7748.0,2026-04,4,2026Q2
2026-04-06,WTE_RTM_02,Rotterdam City,Metal,119.2,Municipal,80.0,Central District,Rainy,9536.0,2026-04,4,2026Q2
2026-04-07,WTE_RTM_02,Rotterdam City,Organic,540.4,Household,70.0,Port Area,Dry,37828.0,2026-04,4,2026Q2
2026-04-07,WTE_RTM_01,Rotterdam Port,Plastic,308.8,Industrial,95.0,Port Area,Dry,29336.0,2026-04,4,2026Q2
2026-04-07,WTE_RTM_01,Rotterdam Port,Industrial Waste,386.0,Industrial,85.0,North Rotterdam,Dry,32810.0,2026-04,4,2026Q2
2026-04-07,WTE_RTM_02,Rotterdam City,Paper/Cardboard,154.4,Municipal,65.0,Port Area,Dry,10036.0,2026-04,4,2026Q2
2026-04-07,WTE_RTM_02,Rotterdam City,Metal,154.4,Municipal,80.0,North Rotterdam,Dry,12352.0,2026-04,4,2026Q2
2026-04-08,WTE_RTM_02,Rotterdam City,Organic,395.85,Household,70.0,North Rotterdam,Rainy,27709.5,2026-04,4,2026Q2
2026-04-08,WTE_RTM_01,Rotterdam Port,Plastic,226.2,Industrial,95.0,Central District,Rainy,21489.0,2026-04,4,2026Q2
2026-04-08,WTE_RTM_01,Rotterdam Port,Industrial Waste,282.75,Industrial,85.0,North Rotterdam,Rainy,24033.75,2026-04,4,2026Q2
2026-04-08,WTE_RTM_02,Rotterdam City,Paper/Cardboard,113.1,Municipal,78.87478361223312,North Rotterdam,Rainy,8920.74,2026-04,4,2026Q2
2026-04-08,WTE_RTM_02,Rotterdam City,Metal,113.1,Municipal,80.0,North Rotterdam,Rainy,9048.0,2026-04,4,2026Q2
2026-04-09,WTE_RTM_02,Rotterdam City,Organic,409.15,Household,70.0,Port Area,Dry,28640.5,2026-04,4,2026Q2
2026-04-09,WTE_RTM_01,Rotterdam Port,Plastic,233.8,Industrial,95.0,South Rotterdam,Dry,22211.0,2026-04,4,2026Q2
2026-04-09,WTE_RTM_01,Rotterdam Port,Industrial Waste,292.25,Industrial,85.0,North Rotterdam,Dry,24841.25,2026-04,4,2026Q2
2026-04-09,WTE_RTM_02,Rotterdam City,Paper/Cardboard,116.9,Municipal,65.0,Port Area,Dry,7598.5,2026-04,4,2026Q2
2026-04-09,WTE_RTM_02,Rotterdam City,Metal,116.9,Municipal,80.0,North Rotterdam,Dry,9352.0,2026-04,4,2026Q2
2026-04-10,WTE_RTM_02,Rotterdam City,Organic,452.9,Household,70.0,South Rotterdam,Dry,31703.0,2026-04,4,2026Q2
2026-04-10,WTE_RTM_01,Rotterdam Port,Plastic,258.8,Industrial,95.0,South Rotterdam,Dry,24586.0,2026-04,4,2026Q2
2026-04-10,WTE_RTM_01,Rotterdam Port,Industrial Waste,323.5,Industrial,78.87478361223312,Port Area,Dry,25515.99,2026-04,4,2026Q2
2026-04-10,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.4,Municipal,65.0,South Rotterdam,Dry,8411.0,2026-04,4,2026Q2
2026-04-10,WTE_RTM_02,Rotterdam City,Metal,129.4,Municipal,78.87478361223312,North Rotterdam,Dry,10206.4,2026-04,4,2026Q2
2026-04-11,WTE_RTM_02,Rotterdam City,Organic,500.5,Household,70.0,Port Area,Dry,35035.0,2026-04,4,2026Q2
2026-04-11,WTE_RTM_01,Rotterdam Port,Plastic,286.0,Industrial,95.0,Central District,Dry,27170.0,2026-04,4,2026Q2
2026-04-11,WTE_RTM_01,Rotterdam Port,Industrial Waste,357.5,Industrial,85.0,South Rotterdam,Dry,30387.5,2026-04,4,2026Q2
2026-04-11,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.0,Municipal,65.0,Central District,Dry,9295.0,2026-04,4,2026Q2
2026-04-11,WTE_RTM_02,Rotterdam City,Metal,143.0,Municipal,80.0,Central District,Dry,11440.0,2026-04,4,2026Q2
2026-04-12,WTE_RTM_02,Rotterdam City,Organic,538.3,Household,70.0,Port Area,Dry,37681.0,2026-04,4,2026Q2
2026-04-12,WTE_RTM_01,Rotterdam Port,Plastic,307.6,Industrial,95.0,North Rotterdam,Dry,29222.0,2026-04,4,2026Q2
2026-04-12,WTE_RTM_01,Rotterdam Port,Industrial Waste,384.5,Industrial,85.0,Port Area,Dry,32682.5,2026-04,4,2026Q2
2026-04-12,WTE_RTM_02,Rotterdam City,Paper/Cardboard,153.8,Municipal,65.0,North Rotterdam,Dry,9997.0,2026-04,4,2026Q2
2026-04-12,WTE_RTM_02,Rotterdam City,Metal,153.8,Municipal,80.0,South Rotterdam,Dry,12304.0,2026-04,4,2026Q2
2026-04-13,WTE_RTM_02,Rotterdam City,Organic,452.9,Household,70.0,South Rotterdam,Dry,31703.0,2026-04,4,2026Q2
2026-04-13,WTE_RTM_01,Rotterdam Port,Plastic,258.8,Industrial,95.0,Central District,Dry,24586.0,2026-04,4,2026Q2
2026-04-13,WTE_RTM_01,Rotterdam Port,Industrial Waste,274.0310305123777,Industrial,85.0,Central District,Dry,23292.64,2026-04,4,2026Q2
2026-04-13,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.4,Municipal,65.0,South Rotterdam,Dry,8411.0,2026-04,4,2026Q2
2026-04-13,WTE_RTM_02,Rotterdam City,Metal,129.4,Municipal,80.0,North Rotterdam,Dry,10352.0,2026-04,4,2026Q2
2026-04-14,WTE_RTM_02,Rotterdam City,Organic,410.55,Household,70.0,Central District,Dry,28738.5,2026-04,4,2026Q2
2026-04-14,WTE_RTM_01,Rotterdam Port,Plastic,234.6,Industrial,95.0,Central District,Dry,22287.0,2026-04,4,2026Q2
2026-04-14,WTE_RTM_01,Rotterdam Port,Industrial Waste,293.25,Industrial,85.0,Central District,Dry,24926.25,2026-04,4,2026Q2
2026-04-14,WTE_RTM_02,Rotterdam City,Paper/Cardboard,117.3,Municipal,65.0,North Rotterdam,Dry,7624.5,2026-04,4,2026Q2
2026-04-14,WTE_RTM_02,Rotterdam City,Metal,117.3,Municipal,80.0,Port Area,Dry,9384.0,2026-04,4,2026Q2
2026-04-15,WTE_RTM_02,Rotterdam City,Organic,484.4,Household,70.0,North Rotterdam,Cloudy,33908.0,2026-04,4,2026Q2
2026-04-15,WTE_RTM_01,Rotterdam Port,Plastic,276.8,Industrial,95.0,North Rotterdam,Cloudy,26296.0,2026-04,4,2026Q2
2026-04-15,WTE_RTM_01,Rotterdam Port,Industrial Waste,346.0,Industrial,85.0,Port Area,Cloudy,29410.0,2026-04,4,2026Q2
2026-04-15,WTE_RTM_02,Rotterdam City,Paper/Cardboard,138.4,Municipal,65.0,South Rotterdam,Cloudy,8996.0,2026-04,4,2026Q2
2026-04-15,WTE_RTM_02,Rotterdam City,Metal,274.0310305123777,Municipal,80.0,Central District,Cloudy,21922.48,2026-04,4,2026Q2
2026-04-16,WTE_RTM_02,Rotterdam City,Organic,563.85,Household,70.0,North Rotterdam,Rainy,39469.5,2026-04,4,2026Q2
2026-04-16,WTE_RTM_01,Rotterdam Port,Plastic,322.2,Industrial,78.87478361223312,North Rotterdam,Rainy,25413.46,2026-04,4,2026Q2
2026-04-16,WTE_RTM_01,Rotterdam Port,Industrial Waste,402.75,Industrial,85.0,Port Area,Rainy,34233.75,2026-04,4,2026Q2
2026-04-16,WTE_RTM_02,Rotterdam City,Paper/Cardboard,161.1,Municipal,65.0,North Rotterdam,Rainy,10471.5,2026-04,4,2026Q2
2026-04-16,WTE_RTM_02,Rotterdam City,Metal,274.0310305123777,Municipal,80.0,Central District,Rainy,21922.48,2026-04,4,2026Q2
2026-04-17,WTE_RTM_02,Rotterdam City,Organic,488.25,Household,78.87478361223312,South Rotterdam,Dry,38510.61,2026-04,4,2026Q2
2026-04-17,WTE_RTM_01,Rotterdam Port,Plastic,279.0,Industrial,95.0,North Rotterdam,Dry,26505.0,2026-04,4,2026Q2
2026-04-17,WTE_RTM_01,Rotterdam Port,Industrial Waste,348.75,Industrial,85.0,Port Area,Dry,29643.75,2026-04,4,2026Q2
2026-04-17,WTE_RTM_02,Rotterdam City,Paper/Cardboard,139.5,Municipal,65.0,South Rotterdam,Dry,9067.5,2026-04,4,2026Q2
2026-04-17,WTE_RTM_02,Rotterdam City,Metal,139.5,Municipal,80.0,Port Area,Dry,11160.0,2026-04,4,2026Q2
2026-04-18,WTE_RTM_02,Rotterdam City,Organic,415.8,Household,70.0,South Rotterdam,Cloudy,29106.0,2026-04,4,2026Q2
2026-04-18,WTE_RTM_01,Rotterdam Port,Plastic,237.6,Industrial,95.0,North Rotterdam,Cloudy,22572.0,2026-04,4,2026Q2
2026-04-18,WTE_RTM_01,Rotterdam Port,Industrial Waste,297.0,Industrial,85.0,Port Area,Cloudy,25245.0,2026-04,4,2026Q2
2026-04-18,WTE_RTM_02,Rotterdam City,Paper/Cardboard,118.8,Municipal,65.0,South Rotterdam,Cloudy,7722.0,2026-04,4,2026Q2
2026-04-18,WTE_RTM_02,Rotterdam City,Metal,274.0310305123777,Municipal,80.0,South Rotterdam,Cloudy,21922.48,2026-04,4,2026Q2
2026-04-19,WTE_RTM_02,Rotterdam City,Organic,469.7,Household,70.0,Port Area,Dry,32879.0,2026-04,4,2026Q2
2026-04-19,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,South Rotterdam,Dry,26032.95,2026-04,4,2026Q2
2026-04-19,WTE_RTM_01,Rotterdam Port,Industrial Waste,335.5,Industrial,85.0,North Rotterdam,Dry,28517.5,2026-04,4,2026Q2
2026-04-19,WTE_RTM_02,Rotterdam City,Paper/Cardboard,134.2,Municipal,65.0,Port Area,Dry,8723.0,2026-04,4,2026Q2
2026-04-19,WTE_RTM_02,Rotterdam City,Metal,134.2,Municipal,80.0,Port Area,Dry,10736.0,2026-04,4,2026Q2
2026-04-20,WTE_RTM_02,Rotterdam City,Organic,429.8,Household,70.0,North Rotterdam,Rainy,30086.0,2026-04,4,2026Q2
2026-04-20,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,78.87478361223312,Central District,Rainy,21614.14,2026-04,4,2026Q2
2026-04-20,WTE_RTM_01,Rotterdam Port,Industrial Waste,307.0,Industrial,85.0,Port Area,Rainy,26095.0,2026-04,4,2026Q2
2026-04-20,WTE_RTM_02,Rotterdam City,Paper/Cardboard,122.8,Municipal,65.0,North Rotterdam,Rainy,7982.0,2026-04,4,2026Q2
2026-04-20,WTE_RTM_02,Rotterdam City,Metal,122.8,Municipal,80.0,Port Area,Rainy,9824.0,2026-04,4,2026Q2
2026-04-21,WTE_RTM_02,Rotterdam City,Organic,417.9,Household,70.0,South Rotterdam,Rainy,29253.0,2026-04,4,2026Q2
2026-04-21,WTE_RTM_01,Rotterdam Port,Plastic,238.8,Industrial,95.0,Port Area,Rainy,22686.0,2026-04,4,2026Q2
2026-04-21,WTE_RTM_01,Rotterdam Port,Industrial Waste,298.5,Industrial,85.0,Port Area,Rainy,25372.5,2026-04,4,2026Q2
2026-04-21,WTE_RTM_02,Rotterdam City,Paper/Cardboard,119.4,Municipal,65.0,South Rotterdam,Rainy,7761.0,2026-04,4,2026Q2
2026-04-21,WTE_RTM_02,Rotterdam City,Metal,119.4,Municipal,80.0,Central District,Rainy,9552.0,2026-04,4,2026Q2
2026-04-22,WTE_RTM_02,Rotterdam City,Organic,455.7,Household,70.0,South Rotterdam,Cloudy,31899.0,2026-04,4,2026Q2
2026-04-22,WTE_RTM_01,Rotterdam Port,Plastic,260.4,Industrial,95.0,North Rotterdam,Cloudy,24738.0,2026-04,4,2026Q2
2026-04-22,WTE_RTM_01,Rotterdam Port,Industrial Waste,325.5,Industrial,85.0,Central District,Cloudy,27667.5,2026-04,4,2026Q2
2026-04-22,WTE_RTM_02,Rotterdam City,Paper/Cardboard,130.2,Municipal,65.0,Port Area,Cloudy,8463.0,2026-04,4,2026Q2
2026-04-22,WTE_RTM_02,Rotterdam City,Metal,130.2,Municipal,80.0,North Rotterdam,Cloudy,10416.0,2026-04,4,2026Q2
2026-04-23,WTE_RTM_02,Rotterdam City,Organic,557.2,Household,70.0,South Rotterdam,Cloudy,39004.0,2026-04,4,2026Q2
2026-04-23,WTE_RTM_01,Rotterdam Port,Plastic,274.0310305123777,Industrial,95.0,South Rotterdam,Cloudy,26032.95,2026-04,4,2026Q2
2026-04-23,WTE_RTM_01,Rotterdam Port,Industrial Waste,398.0,Industrial,85.0,South Rotterdam,Cloudy,33830.0,2026-04,4,2026Q2
2026-04-23,WTE_RTM_02,Rotterdam City,Paper/Cardboard,159.2,Municipal,65.0,South Rotterdam,Cloudy,10348.0,2026-04,4,2026Q2
2026-04-23,WTE_RTM_02,Rotterdam City,Metal,159.2,Municipal,80.0,North Rotterdam,Cloudy,12736.0,2026-04,4,2026Q2
2026-04-24,WTE_RTM_02,Rotterdam City,Organic,543.2,Household,70.0,Central District,Rainy,38024.0,2026-04,4,2026Q2
2026-04-24,WTE_RTM_01,Rotterdam Port,Plastic,310.4,Industrial,95.0,Central District,Rainy,29488.0,2026-04,4,2026Q2
2026-04-24,WTE_RTM_01,Rotterdam Port,Industrial Waste,388.0,Industrial,85.0,Central District,Rainy,32980.0,2026-04,4,2026Q2
2026-04-24,WTE_RTM_02,Rotterdam City,Paper/Cardboard,155.2,Municipal,65.0,Port Area,Rainy,10088.0,2026-04,4,2026Q2
2026-04-24,WTE_RTM_02,Rotterdam City,Metal,155.2,Municipal,78.87478361223312,North Rotterdam,Rainy,12241.37,2026-04,4,2026Q2
2026-04-25,WTE_RTM_02,Rotterdam City,Organic,544.25,Household,70.0,Central District,Dry,38097.5,2026-04,4,2026Q2
2026-04-25,WTE_RTM_01,Rotterdam Port,Plastic,311.0,Industrial,95.0,South Rotterdam,Dry,29545.0,2026-04,4,2026Q2
2026-04-25,WTE_RTM_01,Rotterdam Port,Industrial Waste,388.75,Industrial,85.0,South Rotterdam,Dry,33043.75,2026-04,4,2026Q2
2026-04-25,WTE_RTM_02,Rotterdam City,Paper/Cardboard,155.5,Municipal,65.0,Port Area,Dry,10107.5,2026-04,4,2026Q2
2026-04-25,WTE_RTM_02,Rotterdam City,Metal,155.5,Municipal,80.0,Central District,Dry,12440.0,2026-04,4,2026Q2
2026-04-26,WTE_RTM_02,Rotterdam City,Organic,549.85,Household,70.0,Port Area,Cloudy,38489.5,2026-04,4,2026Q2
2026-04-26,WTE_RTM_01,Rotterdam Port,Plastic,314.2,Industrial,95.0,Port Area,Cloudy,29849.0,2026-04,4,2026Q2
2026-04-26,WTE_RTM_01,Rotterdam Port,Industrial Waste,392.75,Industrial,85.0,South Rotterdam,Cloudy,33383.75,2026-04,4,2026Q2
2026-04-26,WTE_RTM_02,Rotterdam City,Paper/Cardboard,157.1,Municipal,65.0,Port Area,Cloudy,10211.5,2026-04,4,2026Q2
2026-04-26,WTE_RTM_02,Rotterdam City,Metal,157.1,Municipal,80.0,Central District,Cloudy,12568.0,2026-04,4,2026Q2
2026-04-27,WTE_RTM_02,Rotterdam City,Organic,403.2,Household,70.0,South Rotterdam,Rainy,28224.0,2026-04,4,2026Q2
2026-04-27,WTE_RTM_01,Rotterdam Port,Plastic,230.4,Industrial,95.0,Central District,Rainy,21888.0,2026-04,4,2026Q2
2026-04-27,WTE_RTM_01,Rotterdam Port,Industrial Waste,288.0,Industrial,85.0,South Rotterdam,Rainy,24480.0,2026-04,4,2026Q2
2026-04-27,WTE_RTM_02,Rotterdam City,Paper/Cardboard,115.2,Municipal,65.0,Port Area,Rainy,7488.0,2026-04,4,2026Q2
2026-04-27,WTE_RTM_02,Rotterdam City,Metal,115.2,Municipal,80.0,Central District,Rainy,9216.0,2026-04,4,2026Q2
2026-04-28,WTE_RTM_02,Rotterdam City,Organic,502.25,Household,70.0,South Rotterdam,Dry,35157.5,2026-04,4,2026Q2
2026-04-28,WTE_RTM_01,Rotterdam Port,Plastic,287.0,Industrial,95.0,North Rotterdam,Dry,27265.0,2026-04,4,2026Q2
2026-04-28,WTE_RTM_01,Rotterdam Port,Industrial Waste,358.75,Industrial,85.0,South Rotterdam,Dry,30493.75,2026-04,4,2026Q2
2026-04-28,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.5,Municipal,65.0,North Rotterdam,Dry,9327.5,2026-04,4,2026Q2
2026-04-28,WTE_RTM_02,Rotterdam City,Metal,143.5,Municipal,80.0,Port Area,Dry,11480.0,2026-04,4,2026Q2
2026-04-29,WTE_RTM_02,Rotterdam City,Organic,551.6,Household,70.0,South Rotterdam,Cloudy,38612.0,2026-04,4,2026Q2
2026-04-29,WTE_RTM_01,Rotterdam Port,Plastic,315.2,Industrial,95.0,Port Area,Cloudy,29944.0,2026-04,4,2026Q2
2026-04-29,WTE_RTM_01,Rotterdam Port,Industrial Waste,394.0,Industrial,85.0,Port Area,Cloudy,33490.0,2026-04,4,2026Q2
2026-04-29,WTE_RTM_02,Rotterdam City,Paper/Cardboard,157.6,Municipal,78.87478361223312,South Rotterdam,Cloudy,12430.67,2026-04,4,2026Q2
2026-04-29,WTE_RTM_02,Rotterdam City,Metal,157.6,Municipal,80.0,South Rotterdam,Cloudy,12608.0,2026-04,4,2026Q2
2026-04-30,WTE_RTM_02,Rotterdam City,Organic,503.65,Household,70.0,North Rotterdam,Cloudy,35255.5,2026-04,4,2026Q2
2026-04-30,WTE_RTM_01,Rotterdam Port,Plastic,287.8,Industrial,95.0,South Rotterdam,Cloudy,27341.0,2026-04,4,2026Q2
2026-04-30,WTE_RTM_01,Rotterdam Port,Industrial Waste,359.75,Industrial,78.87478361223312,Central District,Cloudy,28375.2,2026-04,4,2026Q2
2026-04-30,WTE_RTM_02,Rotterdam City,Paper/Cardboard,143.9,Municipal,65.0,South Rotterdam,Cloudy,9353.5,2026-04,4,2026Q2
2026-04-30,WTE_RTM_02,Rotterdam City,Metal,143.9,Municipal,80.0,Port Area,Cloudy,11512.0,2026-04,4,2026Q2
2026-05-01,WTE_RTM_02,Rotterdam City,Organic,556.15,Household,70.0,Central District,Rainy,38930.5,2026-05,5,2026Q2
2026-05-01,WTE_RTM_01,Rotterdam Port,Plastic,317.8,Industrial,95.0,Central District,Rainy,30191.0,2026-05,5,2026Q2
2026-05-01,WTE_RTM_01,Rotterdam Port,Industrial Waste,397.25,Industrial,85.0,Port Area,Rainy,33766.25,2026-05,5,2026Q2
2026-05-01,WTE_RTM_02,Rotterdam City,Paper/Cardboard,158.9,Municipal,65.0,North Rotterdam,Rainy,10328.5,2026-05,5,2026Q2
2026-05-01,WTE_RTM_02,Rotterdam City,Metal,158.9,Municipal,80.0,South Rotterdam,Rainy,12712.0,2026-05,5,2026Q2
2026-05-02,WTE_RTM_02,Rotterdam City,Organic,398.65,Household,70.0,Port Area,Dry,27905.5,2026-05,5,2026Q2
2026-05-02,WTE_RTM_01,Rotterdam Port,Plastic,227.8,Industrial,95.0,Central District,Dry,21641.0,2026-05,5,2026Q2
2026-05-02,WTE_RTM_01,Rotterdam Port,Industrial Waste,284.75,Industrial,85.0,North Rotterdam,Dry,24203.75,2026-05,5,2026Q2
2026-05-02,WTE_RTM_02,Rotterdam City,Paper/Cardboard,113.9,Municipal,65.0,Port Area,Dry,7403.5,2026-05,5,2026Q2
2026-05-02,WTE_RTM_02,Rotterdam City,Metal,113.9,Municipal,80.0,Port Area,Dry,9112.0,2026-05,5,2026Q2
2026-05-03,WTE_RTM_02,Rotterdam City,Organic,453.25,Household,70.0,Port Area,Cloudy,31727.5,2026-05,5,2026Q2
2026-05-03,WTE_RTM_01,Rotterdam Port,Plastic,259.0,Industrial,95.0,Central District,Cloudy,24605.0,2026-05,5,2026Q2
2026-05-03,WTE_RTM_01,Rotterdam Port,Industrial Waste,323.75,Industrial,85.0,North Rotterdam,Cloudy,27518.75,2026-05,5,2026Q2
2026-05-03,WTE_RTM_02,Rotterdam City,Paper/Cardboard,129.5,Municipal,65.0,South Rotterdam,Cloudy,8417.5,2026-05,5,2026Q2
2026-05-03,WTE_RTM_02,Rotterdam City,Metal,129.5,Municipal,80.0,Central District,Cloudy,10360.0,2026-05,5,2026Q2
2026-05-04,WTE_RTM_02,Rotterdam City,Organic,458.85,Household,70.0,South Rotterdam,Rainy,32119.5,2026-05,5,2026Q2
2026-05-04,WTE_RTM_01,Rotterdam Port,Plastic,262.2,Industrial,95.0,South Rotterdam,Rainy,24909.0,2026-05,5,2026Q2
2026-05-04,WTE_RTM_01,Rotterdam Port,Industrial Waste,327.75,Industrial,85.0,South Rotterdam,Rainy,27858.75,2026-05,5,2026Q2
2026-05-04,WTE_RTM_02,Rotterdam City,Paper/Cardboard,131.1,Municipal,65.0,Central District,Rainy,8521.5,2026-05,5,2026Q2
2026-05-04,WTE_RTM_02,Rotterdam City,Metal,131.1,Municipal,80.0,South Rotterdam,Rainy,10488.0,2026-05,5,2026Q2
2026-05-05,WTE_RTM_02,Rotterdam City,Organic,496.65,Household,70.0,Port Area,Cloudy,34765.5,2026-05,5,2026Q2
2026-05-05,WTE_RTM_01,Rotterdam Port,Plastic,283.8,Industrial,95.0,Port Area,Cloudy,26961.0,2026-05,5,2026Q2
2026-05-05,WTE_RTM_01,Rotterdam Port,Industrial Waste,354.75,Industrial,85.0,North Rotterdam,Cloudy,30153.75,2026-05,5,2026Q2
2026-05-05,WTE_RTM_02,Rotterdam City,Paper/Cardboard,141.9,Municipal,65.0,Port Area,Cloudy,9223.5,2026-05,5,2026Q2
2026-05-05,WTE_RTM_02,Rotterdam City,Metal,141.9,Municipal,80.0,North Rotterdam,Cloudy,11352.0,2026-05,5,2026Q2
2026-05-06,WTE_RTM_02,Rotterdam City,Organic,529.55,Household,70.0,Central District,Rainy,37068.5,2026-05,5,2026Q2
2026-05-06,WTE_RTM_01,Rotterdam Port,Plastic,302.6,Industrial,95.0,North Rotterdam,Rainy,28747.0,2026-05,5,2026Q2
2026-05-06,WTE_RTM_01,Rotterdam Port,Industrial Waste,378.25,Industrial,78.87478361223312,North Rotterdam,Rainy,29834.39,2026-05,5,2026Q2
2026-05-06,WTE_RTM_02,Rotterdam City,Paper/Cardboard,274.0310305123777,Municipal,65.0,Port Area,Rainy,17812.02,2026-05,5,2026Q2
2026-05-06,WTE_RTM_02,Rotterdam City,Metal,151.3,Municipal,80.0,South Rotterdam,Rainy,12104.0,2026-05,5,2026Q2
